payment_id,customer_id,amount,payment_method,subscription_type,status,failure_reason,retry_count,bank_response,recoverable,payment_date
PAY006878,CUST9543,10563,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-05-03 15:32:38.959140
PAY006879,CUST9116,18293,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-03-11 18:13:38.959140
PAY006880,CUST4443,11154,Wallet,Annual,SUCCESS,,2,Approved,0,2026-06-04 23:20:38.959140
PAY006881,CUST7631,9400,UPI,Monthly,SUCCESS,,0,Approved,0,2026-03-19 01:09:38.959140
PAY006882,CUST2095,12535,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-05-23 01:54:38.959140
PAY006883,CUST5805,14533,Debit Card,Annual,FAILED,Insufficient Funds,3,Declined,1,2026-05-22 16:31:38.959140
PAY006884,CUST2497,19786,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-07-15 15:58:38.959140
PAY006885,CUST8398,7640,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-08-14 14:22:38.959140
PAY006886,CUST1273,11959,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-05-20 09:08:38.959140
PAY006887,CUST7106,6018,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-03-13 16:43:38.959140
PAY006888,CUST8130,18008,Wallet,Quarterly,FAILED,Fraud Suspected,1,Blocked,0,2026-08-04 18:43:38.959140
PAY006889,CUST8639,1743,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-06-11 08:28:38.959140
PAY006890,CUST1321,9550,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-05-01 10:26:38.959140
PAY006891,CUST3262,10119,Net Banking,Monthly,FAILED,User Cancelled,3,Approved,0,2026-04-26 03:37:38.959140
PAY006892,CUST3591,8000,Wallet,Monthly,FAILED,Insufficient Funds,3,Declined,1,2026-06-29 07:08:38.959140
PAY006893,CUST3675,19781,UPI,Monthly,FAILED,Network Error,2,Approved,1,2026-05-02 09:04:38.959140
PAY006894,CUST8201,23461,Wallet,Annual,SUCCESS,,2,Approved,0,2026-05-08 22:35:38.959140
PAY006895,CUST6613,1439,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-04-12 13:51:38.959140
PAY006896,CUST7251,24864,Credit Card,Quarterly,FAILED,Network Error,3,Approved,1,2026-04-02 16:06:38.959140
PAY006897,CUST2207,17363,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-05-29 06:37:38.959140
PAY006898,CUST8957,1822,Net Banking,Quarterly,FAILED,Network Error,2,Processing Error,1,2026-03-27 19:57:38.959140
PAY006899,CUST3172,16044,Debit Card,Annual,FAILED,Network Error,2,Declined,1,2026-08-03 06:19:38.959140
PAY006900,CUST7908,7246,Net Banking,Quarterly,SUCCESS,,3,Approved,0,2026-03-24 06:51:38.959140
PAY006901,CUST3165,14895,UPI,Annual,SUCCESS,,0,Approved,0,2026-08-04 02:03:38.959140
PAY006902,CUST3674,8748,Wallet,Annual,SUCCESS,,0,Approved,0,2026-08-24 18:03:38.959140
PAY006903,CUST5884,22635,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-08-21 00:49:38.959140
PAY006904,CUST5568,17411,UPI,Monthly,FAILED,UPI Failure,1,Processing Error,1,2026-05-17 10:40:38.959140
PAY006905,CUST9944,12776,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-04-27 20:51:38.959140
PAY006906,CUST8846,19901,Wallet,Quarterly,FAILED,Insufficient Funds,3,Blocked,1,2026-06-27 11:41:38.959140
PAY006907,CUST9834,2678,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-04-01 01:08:38.959140
PAY006908,CUST1867,24540,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-06-28 19:56:38.959140
PAY006909,CUST1873,9235,Net Banking,Monthly,SUCCESS,,1,Approved,0,2026-06-01 04:26:38.959140
PAY006910,CUST3466,9034,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-07-20 00:40:38.959140
PAY006911,CUST8537,2094,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-04-24 18:37:38.959140
PAY006912,CUST2480,1895,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-05-06 14:52:38.959140
PAY006913,CUST1119,8374,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-08-02 01:04:38.959140
PAY006914,CUST6146,18411,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-04-20 09:04:38.959140
PAY006915,CUST7096,20064,Wallet,Quarterly,FAILED,Insufficient Funds,0,Blocked,1,2026-07-10 20:34:38.959140
PAY006916,CUST1481,112,UPI,Monthly,SUCCESS,,3,Approved,0,2026-05-14 00:21:38.959140
PAY006917,CUST3840,22130,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-08-09 08:40:38.959140
PAY006918,CUST5011,14905,UPI,Quarterly,FAILED,Fraud Suspected,3,Processing Error,0,2026-07-13 16:56:38.959140
PAY006919,CUST8203,2296,Wallet,Quarterly,FAILED,Invalid CVV,3,Processing Error,0,2026-04-11 19:19:38.959140
PAY006920,CUST7427,7715,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-07-27 04:12:38.959140
PAY006921,CUST7718,438,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-04-04 17:26:38.959140
PAY006922,CUST1446,20250,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-05-03 23:45:38.959140
PAY006923,CUST8970,12100,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-06-21 00:35:38.959140
PAY006924,CUST5205,7471,Wallet,Annual,FAILED,Fraud Suspected,3,Declined,0,2026-05-02 20:35:38.959140
PAY006925,CUST8619,3480,Net Banking,Monthly,SUCCESS,,1,Approved,0,2026-03-29 15:11:38.959140
PAY006926,CUST2249,17822,Credit Card,Annual,SUCCESS,,0,Approved,0,2026-08-11 03:31:38.959140
PAY006927,CUST1149,8443,UPI,Annual,SUCCESS,,1,Approved,0,2026-06-14 18:21:38.959140
PAY006928,CUST7313,714,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-04-23 14:26:38.959140
PAY006929,CUST7984,11728,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-06-13 07:24:38.959140
PAY006930,CUST3775,1355,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-06-27 05:31:38.959140
PAY006931,CUST5922,10458,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-08-03 13:20:38.959140
PAY006932,CUST9421,4123,Debit Card,Annual,FAILED,UPI Failure,2,Timeout,1,2026-07-03 19:29:38.959140
PAY006933,CUST3859,15243,Net Banking,Quarterly,FAILED,Invalid CVV,3,Approved,0,2026-06-11 23:13:38.959140
PAY006934,CUST4916,23961,Debit Card,Quarterly,FAILED,Network Error,1,Declined,1,2026-08-03 05:23:38.959140
PAY006935,CUST2534,20269,Wallet,Quarterly,FAILED,Bank Timeout,2,Approved,1,2026-08-21 11:04:38.959140
PAY006936,CUST7196,10600,UPI,Quarterly,SUCCESS,,3,Approved,0,2026-05-20 11:30:38.959140
PAY006937,CUST7789,23603,Debit Card,Monthly,FAILED,User Cancelled,1,Approved,0,2026-08-17 18:30:38.959140
PAY006938,CUST8976,2648,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-03-21 06:28:38.959140
PAY006939,CUST3302,13466,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-07 05:45:38.959140
PAY006940,CUST6931,14124,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-07-15 10:33:38.959140
PAY006941,CUST9874,4276,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-04-18 22:05:38.959140
PAY006942,CUST1848,15007,UPI,Annual,FAILED,Fraud Suspected,1,Timeout,0,2026-05-28 02:22:38.959140
PAY006943,CUST4443,24795,Debit Card,Monthly,FAILED,Card Expired,1,Timeout,0,2026-07-16 05:00:38.959140
PAY006944,CUST3951,21090,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-08-07 02:07:38.959140
PAY006945,CUST9731,14181,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-08-07 18:56:38.959140
PAY006946,CUST5064,16368,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-08-08 22:24:38.959140
PAY006947,CUST5215,14995,UPI,Quarterly,FAILED,Card Expired,2,Declined,0,2026-08-10 23:01:38.959140
PAY006948,CUST6198,20363,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-06-09 08:49:38.959140
PAY006949,CUST5266,17652,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-07-09 17:58:38.959140
PAY006950,CUST6756,10429,UPI,Monthly,SUCCESS,,2,Approved,0,2026-05-24 20:03:38.959140
PAY006951,CUST8057,20311,UPI,Monthly,SUCCESS,,0,Approved,0,2026-07-08 06:59:38.959140
PAY006952,CUST8443,23758,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-07-28 05:05:38.959140
PAY006953,CUST1017,10853,Credit Card,Monthly,SUCCESS,,1,Approved,0,2026-07-31 17:44:38.959140
PAY006954,CUST4733,9040,Wallet,Quarterly,SUCCESS,,3,Approved,0,2026-05-05 02:55:38.959140
PAY006955,CUST1269,24951,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-06-17 09:19:38.959140
PAY006956,CUST4452,2103,UPI,Annual,SUCCESS,,1,Approved,0,2026-07-29 17:28:38.959140
PAY006957,CUST9134,1666,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-06-19 18:47:38.959140
PAY006958,CUST4930,11314,Debit Card,Annual,FAILED,Insufficient Funds,1,Approved,1,2026-06-23 17:17:38.959140
PAY006959,CUST4050,20823,Wallet,Monthly,SUCCESS,,1,Approved,0,2026-08-28 22:35:38.959140
PAY006960,CUST7024,4758,Debit Card,Annual,FAILED,User Cancelled,0,Timeout,0,2026-08-19 11:27:38.959140
PAY006961,CUST7300,4937,Debit Card,Annual,FAILED,UPI Failure,2,Timeout,1,2026-06-28 07:15:38.959140
PAY006962,CUST4980,18002,Wallet,Annual,FAILED,Network Error,1,Blocked,1,2026-08-08 16:21:38.959140
PAY006963,CUST9839,6899,Wallet,Annual,FAILED,User Cancelled,0,Approved,0,2026-03-15 04:03:38.959140
PAY006964,CUST4060,14678,Wallet,Monthly,SUCCESS,,3,Approved,0,2026-06-14 10:08:38.959140
PAY006965,CUST3950,18641,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-06-05 14:25:38.959140
PAY006966,CUST2166,17086,Wallet,Annual,SUCCESS,,1,Approved,0,2026-03-12 00:10:38.959140
PAY006967,CUST1290,11940,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-05-22 09:15:38.959140
PAY006968,CUST6232,13846,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-07-09 15:30:38.959140
PAY006969,CUST2628,6954,Wallet,Annual,SUCCESS,,1,Approved,0,2026-05-30 06:25:38.959140
PAY006970,CUST6377,11786,UPI,Annual,SUCCESS,,3,Approved,0,2026-08-06 12:56:38.959140
PAY006971,CUST8956,1143,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-03-16 02:12:38.959140
PAY006972,CUST5710,1594,Credit Card,Annual,FAILED,Insufficient Funds,2,Processing Error,1,2026-05-21 16:33:38.959140
PAY006973,CUST9732,13170,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-24 05:00:38.959140
PAY006974,CUST5184,6329,Debit Card,Monthly,FAILED,Bank Timeout,1,Timeout,1,2026-03-17 08:15:38.959140
PAY006975,CUST8926,7816,UPI,Annual,SUCCESS,,0,Approved,0,2026-06-22 07:45:38.959140
PAY006976,CUST2107,24642,Credit Card,Monthly,SUCCESS,,0,Approved,0,2026-03-31 18:59:38.959140
PAY006977,CUST2179,24914,Net Banking,Annual,FAILED,Bank Timeout,3,Blocked,1,2026-06-06 16:38:38.959140
PAY006978,CUST7427,8378,Net Banking,Annual,FAILED,Invalid CVV,1,Approved,0,2026-08-19 09:42:38.959140
PAY006979,CUST9007,15939,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-03-15 02:46:38.959140
PAY006980,CUST7007,14614,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-05-25 07:33:38.959140
PAY006981,CUST4158,17915,UPI,Annual,SUCCESS,,1,Approved,0,2026-03-29 04:05:38.959140
PAY006982,CUST9599,24232,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-03-24 08:59:38.959140
PAY006983,CUST9065,5287,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-03-20 14:49:38.959140
PAY006984,CUST1617,12655,Wallet,Quarterly,FAILED,Fraud Suspected,3,Declined,0,2026-07-17 07:08:38.959140
PAY006985,CUST4852,9823,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-06-19 01:23:38.959140
PAY006986,CUST5926,7054,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-08-11 18:37:38.959140
PAY006987,CUST1624,9299,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-03-30 20:39:38.959140
PAY006988,CUST8424,2107,Wallet,Annual,FAILED,Network Error,3,Processing Error,1,2026-05-31 11:45:38.959140
PAY006989,CUST2931,5490,UPI,Monthly,FAILED,Card Expired,0,Blocked,0,2026-04-25 08:07:38.959140
PAY006990,CUST5214,20024,Net Banking,Annual,SUCCESS,,0,Approved,0,2026-06-09 12:17:38.959140
PAY006991,CUST8472,17566,UPI,Annual,FAILED,Card Expired,0,Approved,0,2026-07-20 00:59:38.959140
PAY006992,CUST8021,12901,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-06-02 10:38:38.959140
PAY006993,CUST1348,14993,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-05-30 16:42:38.959140
PAY006994,CUST6246,20691,Wallet,Annual,SUCCESS,,3,Approved,0,2026-08-15 07:18:38.959140
PAY006995,CUST4562,16129,Net Banking,Annual,FAILED,Insufficient Funds,0,Blocked,1,2026-08-08 12:39:38.959140
PAY006996,CUST3658,23568,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-05-06 01:15:38.959140
PAY006997,CUST4506,9569,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-09 14:40:38.959140
PAY006998,CUST8585,911,UPI,Monthly,FAILED,Bank Timeout,2,Approved,1,2026-06-29 04:31:38.959140
PAY006999,CUST6530,12965,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-05-12 10:16:38.959140
PAY007000,CUST5761,23328,UPI,Quarterly,SUCCESS,,3,Approved,0,2026-08-03 08:05:38.959140
PAY007001,CUST2705,4670,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-03-24 11:40:38.959140
PAY007002,CUST9305,20895,Credit Card,Monthly,FAILED,Network Error,1,Timeout,1,2026-03-19 09:28:38.959140
PAY007003,CUST5066,5842,UPI,Annual,SUCCESS,,3,Approved,0,2026-04-19 18:49:38.959140
PAY007004,CUST9446,1833,Net Banking,Annual,FAILED,Insufficient Funds,2,Blocked,1,2026-06-18 13:01:38.959140
PAY007005,CUST1339,5547,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-06-09 05:01:38.959140
PAY007006,CUST6219,7690,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-05-21 05:16:38.959140
PAY007007,CUST2753,3373,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-05-29 20:26:38.959140
PAY007008,CUST8436,18602,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-08-11 17:27:38.959140
PAY007009,CUST7852,12139,Net Banking,Monthly,FAILED,User Cancelled,1,Declined,0,2026-03-25 07:41:38.959140
PAY007010,CUST1107,14897,Net Banking,Annual,FAILED,Insufficient Funds,0,Processing Error,1,2026-03-23 00:49:38.959140
PAY007011,CUST7867,21227,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-04-28 16:45:38.959140
PAY007012,CUST6093,7806,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-08-16 01:35:38.959140
PAY007013,CUST4043,6371,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-05-01 22:12:38.959140
PAY007014,CUST9049,14656,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-06-15 19:24:38.959140
PAY007015,CUST7357,18860,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-03-25 21:37:38.959140
PAY007016,CUST8871,5377,UPI,Monthly,SUCCESS,,1,Approved,0,2026-07-07 07:54:38.959140
PAY007017,CUST6782,23839,UPI,Annual,SUCCESS,,0,Approved,0,2026-08-17 08:04:38.959140
PAY007018,CUST2599,21270,Wallet,Annual,SUCCESS,,0,Approved,0,2026-05-12 17:25:38.959140
PAY007019,CUST6029,23967,Net Banking,Quarterly,FAILED,Network Error,1,Approved,1,2026-04-04 10:32:38.959140
PAY007020,CUST2498,23617,Debit Card,Annual,SUCCESS,,3,Approved,0,2026-03-23 12:13:38.959140
PAY007021,CUST9275,20042,Debit Card,Monthly,FAILED,Network Error,2,Declined,1,2026-07-12 19:27:38.959140
PAY007022,CUST4034,24896,Wallet,Annual,SUCCESS,,0,Approved,0,2026-05-27 21:11:38.959140
PAY007023,CUST1877,2952,Credit Card,Monthly,FAILED,Invalid CVV,2,Processing Error,0,2026-07-18 19:23:38.959140
PAY007024,CUST4530,18963,Debit Card,Monthly,FAILED,Card Expired,0,Blocked,0,2026-05-12 18:20:38.959140
PAY007025,CUST5090,18692,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-05-22 23:14:38.959140
PAY007026,CUST5076,22787,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-05-29 10:24:38.959140
PAY007027,CUST7953,23078,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-03-26 22:20:38.959140
PAY007028,CUST5755,17688,Credit Card,Monthly,SUCCESS,,3,Approved,0,2026-07-23 11:00:38.959140
PAY007029,CUST3137,9472,Wallet,Annual,SUCCESS,,3,Approved,0,2026-05-03 16:09:38.959140
PAY007030,CUST5945,12906,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-07-20 13:53:38.959140
PAY007031,CUST6498,23666,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-06-24 01:27:38.959140
PAY007032,CUST6114,18454,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-06-19 02:33:38.959140
PAY007033,CUST8177,5157,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-04-04 06:16:38.959140
PAY007034,CUST2575,6234,Credit Card,Annual,SUCCESS,,2,Approved,0,2026-06-12 16:26:38.959140
PAY007035,CUST5357,18462,UPI,Quarterly,FAILED,Invalid CVV,3,Declined,0,2026-05-20 09:48:38.959140
PAY007036,CUST8661,20509,Net Banking,Quarterly,FAILED,Fraud Suspected,3,Timeout,0,2026-08-14 15:48:38.959140
PAY007037,CUST7571,4327,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-05-21 18:56:38.959140
PAY007038,CUST8809,3861,Debit Card,Monthly,FAILED,Bank Timeout,3,Approved,1,2026-06-25 16:51:38.959140
PAY007039,CUST3352,8210,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-07-12 23:43:38.959140
PAY007040,CUST6359,21149,UPI,Annual,SUCCESS,,3,Approved,0,2026-03-15 02:39:38.959140
PAY007041,CUST6448,14504,Wallet,Monthly,SUCCESS,,2,Approved,0,2026-07-12 03:05:38.959140
PAY007042,CUST8530,13845,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-06-15 03:17:38.959140
PAY007043,CUST3929,17978,Net Banking,Quarterly,SUCCESS,,1,Approved,0,2026-03-31 10:54:38.959140
PAY007044,CUST6736,17655,Wallet,Quarterly,SUCCESS,,1,Approved,0,2026-04-14 13:47:38.959140
PAY007045,CUST5196,20978,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-08-24 07:29:38.959140
PAY007046,CUST1253,24902,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-05-19 05:37:38.959140
PAY007047,CUST6102,10231,Net Banking,Monthly,FAILED,Invalid CVV,0,Timeout,0,2026-06-06 11:51:38.959140
PAY007048,CUST2635,3333,Debit Card,Annual,FAILED,Card Expired,0,Approved,0,2026-07-05 04:06:38.959140
PAY007049,CUST9297,7386,Credit Card,Quarterly,FAILED,Bank Timeout,0,Blocked,1,2026-07-02 08:55:38.959140
PAY007050,CUST2622,9330,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-07-10 12:51:38.959140
PAY007051,CUST2722,4537,Debit Card,Quarterly,SUCCESS,,3,Approved,0,2026-06-06 23:22:38.959140
PAY007052,CUST1073,11177,Wallet,Monthly,SUCCESS,,1,Approved,0,2026-08-07 10:59:38.959140
PAY007053,CUST5135,9332,UPI,Annual,SUCCESS,,2,Approved,0,2026-06-06 12:56:38.959140
PAY007054,CUST9812,6400,Wallet,Annual,SUCCESS,,0,Approved,0,2026-08-01 05:21:38.959140
PAY007055,CUST7592,18651,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-08-13 18:18:38.959140
PAY007056,CUST5840,12847,UPI,Monthly,SUCCESS,,2,Approved,0,2026-06-18 23:46:38.959140
PAY007057,CUST5125,8130,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-05-25 09:39:38.959140
PAY007058,CUST9596,21069,UPI,Monthly,FAILED,UPI Failure,2,Declined,1,2026-06-18 20:29:38.959140
PAY007059,CUST3923,12709,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-05-25 05:17:38.959140
PAY007060,CUST9612,18266,Wallet,Annual,FAILED,Insufficient Funds,0,Approved,1,2026-05-15 06:11:38.959140
PAY007061,CUST1007,23003,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-03-09 19:27:38.959140
PAY007062,CUST9583,5137,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-08-14 07:38:38.959140
PAY007063,CUST4123,23841,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-03-19 02:33:38.959140
PAY007064,CUST7948,17872,Wallet,Annual,SUCCESS,,0,Approved,0,2026-08-20 13:47:38.959140
PAY007065,CUST8657,5548,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-08-15 17:51:38.959140
PAY007066,CUST2132,3796,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-04-27 19:00:38.959140
PAY007067,CUST1042,19053,Credit Card,Quarterly,SUCCESS,,0,Approved,0,2026-05-29 20:57:38.959140
PAY007068,CUST6050,20403,Credit Card,Annual,SUCCESS,,1,Approved,0,2026-08-08 05:30:38.959140
PAY007069,CUST4894,7198,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-06-15 17:31:38.959140
PAY007070,CUST9857,12893,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-06-19 15:29:38.959140
PAY007071,CUST2449,20276,UPI,Annual,SUCCESS,,2,Approved,0,2026-05-12 17:25:38.959140
PAY007072,CUST4928,24559,Debit Card,Quarterly,SUCCESS,,1,Approved,0,2026-08-27 22:47:38.959140
PAY007073,CUST4621,16619,Debit Card,Quarterly,FAILED,Bank Timeout,2,Blocked,1,2026-05-31 17:30:38.959140
PAY007074,CUST8121,21320,UPI,Annual,SUCCESS,,0,Approved,0,2026-08-18 08:43:38.959140
PAY007075,CUST8999,11572,Debit Card,Monthly,SUCCESS,,2,Approved,0,2026-08-22 12:15:38.959140
PAY007076,CUST7707,20947,UPI,Quarterly,SUCCESS,,1,Approved,0,2026-06-24 15:57:38.959140
PAY007077,CUST5876,19807,UPI,Quarterly,SUCCESS,,0,Approved,0,2026-07-31 12:34:38.959140
PAY007078,CUST1690,10838,Credit Card,Quarterly,SUCCESS,,1,Approved,0,2026-07-06 12:13:38.959140
PAY007079,CUST6378,16745,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-04-28 20:01:38.959140
PAY007080,CUST3649,2426,Wallet,Quarterly,SUCCESS,,0,Approved,0,2026-06-03 22:42:38.959140
PAY007081,CUST8924,17010,Debit Card,Annual,SUCCESS,,2,Approved,0,2026-06-15 09:12:38.959140
PAY007082,CUST4012,1544,Wallet,Annual,SUCCESS,,1,Approved,0,2026-05-25 10:07:38.959140
PAY007083,CUST1350,11456,UPI,Annual,FAILED,UPI Failure,0,Declined,1,2026-08-17 23:02:38.959140
PAY007084,CUST1338,836,UPI,Annual,SUCCESS,,2,Approved,0,2026-05-31 23:09:38.959140
PAY007085,CUST6267,9445,Credit Card,Annual,FAILED,User Cancelled,1,Processing Error,0,2026-07-26 15:29:38.959140
PAY007086,CUST9195,4321,UPI,Annual,FAILED,User Cancelled,2,Processing Error,0,2026-05-11 09:30:38.959140
PAY007087,CUST1217,8898,UPI,Monthly,SUCCESS,,3,Approved,0,2026-08-05 16:54:38.959140
PAY007088,CUST4458,21506,Net Banking,Monthly,SUCCESS,,0,Approved,0,2026-04-02 01:13:38.959140
PAY007089,CUST5676,6234,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-06-30 19:00:38.959140
PAY007090,CUST1651,4536,Net Banking,Annual,SUCCESS,,2,Approved,0,2026-03-30 22:26:38.959140
PAY007091,CUST5412,4653,Net Banking,Monthly,SUCCESS,,2,Approved,0,2026-07-14 05:09:38.959140
PAY007092,CUST8939,11880,Credit Card,Quarterly,SUCCESS,,3,Approved,0,2026-07-13 05:56:38.959140
PAY007093,CUST7329,15971,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-06-01 04:36:38.959140
PAY007094,CUST9791,17512,Wallet,Monthly,FAILED,UPI Failure,1,Declined,1,2026-05-09 11:26:38.959140
PAY007095,CUST5375,3195,Net Banking,Quarterly,FAILED,Invalid CVV,0,Declined,0,2026-03-16 12:41:38.959140
PAY007096,CUST1235,22212,Debit Card,Monthly,SUCCESS,,0,Approved,0,2026-06-09 17:07:38.959140
PAY007097,CUST1252,5144,Debit Card,Annual,SUCCESS,,1,Approved,0,2026-04-14 06:08:38.959140
PAY007098,CUST4519,11379,Net Banking,Annual,SUCCESS,,3,Approved,0,2026-04-24 03:58:38.959140
PAY007099,CUST6639,24704,Net Banking,Quarterly,FAILED,UPI Failure,1,Processing Error,1,2026-08-26 05:47:38.959140
PAY007100,CUST9338,11470,Net Banking,Annual,SUCCESS,,1,Approved,0,2026-05-09 05:09:38.959140
PAY007101,CUST7982,12687,Net Banking,Quarterly,SUCCESS,,2,Approved,0,2026-03-14 06:08:38.959140
PAY007102,CUST6077,16514,Wallet,Quarterly,FAILED,Bank Timeout,3,Processing Error,1,2026-06-13 09:37:38.959140
PAY007103,CUST3879,1572,Debit Card,Quarterly,SUCCESS,,0,Approved,0,2026-03-19 14:04:38.959140
PAY007104,CUST5084,21105,Credit Card,Quarterly,SUCCESS,,2,Approved,0,2026-05-10 19:12:38.959140
PAY007105,CUST5350,16801,Wallet,Quarterly,SUCCESS,,2,Approved,0,2026-04-03 14:26:38.959140
PAY007106,CUST2937,297,Debit Card,Quarterly,SUCCESS,,2,Approved,0,2026-08-05 18:15:38.959140
PAY007107,CUST4208,21934,Net Banking,Monthly,SUCCESS,,3,Approved,0,2026-04-17 09:30:38.959140
PAY007108,CUST2075,11071,Wallet,Monthly,SUCCESS,,0,Approved,0,2026-08-12 00:57:38.959140
PAY007109,CUST9762,21343,Net Banking,Quarterly,SUCCESS,,0,Approved,0,2026-04-14 19:32:38.959140
PAY007110,CUST5577,11510,Credit Card,Monthly,SUCCESS,,2,Approved,0,2026-06-20 10:43:38.959140
PAY007111,CUST3486,3480,Debit Card,Monthly,SUCCESS,,1,Approved,0,2026-04-23 14:40:38.959140
PAY007112,CUST8569,20236,UPI,Monthly,SUCCESS,,3,Approved,0,2026-08-11 00:28:38.959140
PAY007113,CUST8549,3636,Debit Card,Monthly,SUCCESS,,3,Approved,0,2026-05-29 04:07:38.959140
PAY007114,CUST9515,8750,Debit Card,Annual,SUCCESS,,0,Approved,0,2026-08-14 11:08:38.959140
